FID IID phenotype
1374 1374_1 0.341085634554388
1375 1375_0 -1.72151112196298
1375 1375_1 -1.50183554664254
1376 1376_0 0.249125881057494
1376 1376_1 -0.126262330893694
1377 1377_0 -2.66616447857314
1377 1377_1 -1.67486086187238
1378 1378_0 -2.94174303056578
1378 1378_1 -2.20505046876044
1379 1379_0 -0.0641389312147037
1379 1379_1 -1.11343329373121
138 138_0 -0.587988943987824
138 138_1 0.607220853708349
1380 1380_0 -1.57256322471241
1380 1380_1 -1.96863669142025
1381 1381_0 -0.401369046322262
1381 1381_1 0.255455583152065
1382 1382_0 -1.55417890981766
1382 1382_1 -0.682839339078125
1383 1383_0 -1.1738833374149
1383 1383_1 0.515482597160306
1384 1384_0 -0.949777577614489
1384 1384_1 -1.8325263455036
1385 1385_0 -1.86367279613609
1385 1385_1 -1.35136892938521
1386 1386_0 0.170175454996382
1386 1386_1 0.80332823443918
1387 1387_0 -0.541064810931431
1387 1387_1 -1.51737071050371
1388 1388_0 0.20991705809321
1388 1388_1 0.828345167551861
1389 1389_0 -1.32990019665028
1389 1389_1 -1.28039077156115
139 139_0 -0.940288287975606
139 139_1 -0.493165619902208
1390 1390_0 -0.154042505325183
1390 1390_1 -0.173895641286582
1391 1391_0 -1.89838003581597
1391 1391_1 -0.82122850667624
1392 1392_0 -0.16031093055138
1392 1392_1 -0.691626399208876
1393 1393_0 -1.30834493250023
1393 1393_1 -1.99017215337654
1394 1394_0 -1.54795188288118
1394 1394_1 -0.797793606001747
1395 1395_0 -1.32250121364724
1395 1395_1 -0.837343253288083
1396 1396_0 -1.13181667583341
1396 1396_1 -0.80144791750388
1397 1397_0 0.737722394634868
1397 1397_1 -0.470488370484993
1398 1398_0 -1.79205947431286
1398 1398_1 -1.45094943624503
1399 1399_0 -0.269673294458412
1399 1399_1 0.64008089815502
14 14_0 -0.733919139379819
14 14_1 -1.06970134721727
140 140_0 0.34887399477982
140 140_1 -1.00356928840154
1400 1400_0 -0.679440510075838
1400 1400_1 -1.76833915361475
1401 1401_0 -2.23425182328246
1401 1401_1 -1.16612526688741
1402 1402_0 -0.0302068943856625
1402 1402_1 0.606050008864
1403 1403_0 -0.125726713001122
1403 1403_1 -0.428637986640705
1404 1404_0 -3.24082817320776
1404 1404_1 -1.44602728972701
1405 1405_0 -1.37323132679818
1405 1405_1 -0.894546870046595
1406 1406_0 0.504066342064795
1406 1406_1 -0.855864295846613
1407 1407_0 0.242222473817517
1407 1407_1 0.443297386383169
1408 1408_0 -1.85497104188729
1408 1408_1 -1.70714273001281
1409 1409_0 -0.199585662445066
1409 1409_1 -0.895825940030105
141 141_0 -2.8385877498787
141 141_1 -1.7246915219006
1410 1410_0 -0.855114383815398
1410 1410_1 -0.931043194220929
1411 1411_0 -1.2269621596454
1411 1411_1 -1.28966380409613
1412 1412_0 -1.47382940852868
1412 1412_1 0.247303976304403
1413 1413_0 -0.265078156746782
1413 1413_1 -1.4643702407208
1414 1414_0 -3.12145772009464
1414 1414_1 -3.30375205066095
1415 1415_0 -0.432987046359267
1415 1415_1 -0.677727463799173
1416 1416_0 -0.620212674138023
1416 1416_1 -1.15363943569819
1417 1417_0 -0.729764426228117
1417 1417_1 -0.650635990273533
1418 1418_0 -2.26239766891546
1418 1418_1 -1.41937073319942
1419 1419_0 -1.42043733159768
1419 1419_1 -2.27992623054924
142 142_0 -1.90504248550406
142 142_1 -0.256797484717781
1420 1420_0 -2.65546690553663
1420 1420_1 -1.94003898513846
1421 1421_0 -1.42069262015516
1421 1421_1 -0.345354706478498
1422 1422_0 -2.66487636329585
1422 1422_1 -2.18144665865043
1423 1423_0 -0.331951983131848
1423 1423_1 -0.499627601821143
1424 1424_0 -0.381627042048136
1424 1424_1 -0.455993653536845
1425 1425_0 -1.4943188520316
1425 1425_1 -2.2592028594345
1426 1426_0 -1.16386799056811
1426 1426_1 0.240387238409044
1427 1427_0 -0.594306653144369
1427 1427_1 0.838586114397111
1428 1428_0 -0.752769510430329
1428 1428_1 0.587157816646762
1429 1429_0 -2.69652030463936
1429 1429_1 -2.91980723060314
143 143_0 -1.10415700940653
143 143_1 -1.30897555881995
1430 1430_0 -2.73451173890618
1430 1430_1 -2.99319057431975
1431 1431_0 -1.49013697075101
1431 1431_1 -1.06755740091505
1432 1432_0 -0.855809626827675
1432 1432_1 0.331351591364324
1433 1433_0 -0.967764741719549
1433 1433_1 -0.697054609168424
1434 1434_0 -0.775165083290374
1434 1434_1 -0.196719054212179
1435 1435_0 -0.94097712121526
1435 1435_1 -0.0674223279455499
1436 1436_0 0.204202321474481
1436 1436_1 -0.278843079782653
1437 1437_0 -0.304405058015183
1437 1437_1 -0.5785225261473
1438 1438_0 -1.74435699574721
1438 1438_1 -0.269541419367896
1439 1439_0 -0.860294381442888
1439 1439_1 -0.700753021384806
144 144_0 -2.96028433914199
144 144_1 -2.98095508819134
1440 1440_0 -2.01069108228274
1440 1440_1 -1.9429648341923
1441 1441_0 -2.61669251138537
1441 1441_1 -1.65544969975971
1442 1442_0 -1.50403986075905
1442 1442_1 -1.27497202981669
1443 1443_0 -1.31946652721542
1443 1443_1 -1.11298418800017
1444 1444_0 -1.30783504849816
1444 1444_1 -0.532908739993816
1445 1445_0 0.194978177923202
1445 1445_1 -0.83266247806028
1446 1446_0 -0.307615265102587
1446 1446_1 -1.41311262034146
1447 1447_0 -0.205772872712506
1447 1447_1 0.0502282933628921
1448 1448_0 -1.12199559004158
1448 1448_1 -1.91533837055887
1449 1449_0 -1.79365055987244
1449 1449_1 -1.83393131617542
145 145_0 -1.65867757030703
145 145_1 -0.656141860179294
1450 1450_0 -2.51505329893273
1450 1450_1 -1.25337338336706
1451 1451_0 -2.30778921622882
1451 1451_1 -2.69945892682783
1452 1452_0 -0.97456108080418
1452 1452_1 -0.413000986729276
1453 1453_0 -1.66832163677406
1453 1453_1 -1.61519789799937
1454 1454_0 -0.93867145215989
1454 1454_1 -0.662944410640771
1455 1455_0 -3.28830581340778
1455 1455_1 -2.67277787841439
1456 1456_0 -1.22119918298817
1456 1456_1 0.673805958818974
1457 1457_0 -0.219753522820324
1457 1457_1 -0.60435827615753
1458 1458_0 -0.330169533708345
1458 1458_1 -0.593369577554128
1459 1459_0 -1.25222846983011
1459 1459_1 -1.07082134155677
146 146_0 -1.30526443242098
146 146_1 -0.902737545455401
1460 1460_0 0.557737946825508
1460 1460_1 -1.47739587452231
1461 1461_0 -0.946861410227731
1461 1461_1 -1.18845899194869
1462 1462_0 -0.666026847123324
1462 1462_1 -0.987467522995489
1463 1463_0 -0.239895307597567
1463 1463_1 0.740629631963807
1464 1464_0 -2.33783652399176
1464 1464_1 -2.63291563747107
1465 1465_0 0.364039572419776
1465 1465_1 0.791164460182688
1466 1466_0 -0.544143780374093
1466 1466_1 -1.00224134949414
1467 1467_0 -1.31259153515593
1467 1467_1 -3.07004930126926
1468 1468_0 -3.08342821514561
1468 1468_1 -3.20781653042338
1469 1469_0 -2.52417331753914
1469 1469_1 -2.86848288104917
147 147_0 -2.97210024071158
147 147_1 -3.4091435365792
1470 1470_0 -1.89794831840922
1470 1470_1 -1.61560229228857
1471 1471_0 -1.45420872786171
1471 1471_1 -0.903688466954993
1472 1472_0 -2.43202145355575
1472 1472_1 -2.89566686181753
1473 1473_0 -0.302637291381361
1473 1473_1 -1.7988822153163
1474 1474_0 -1.70306552698404
1474 1474_1 -1.95692277126082
1475 1475_0 -1.90474633662875
1475 1475_1 0.129957155433617
1476 1476_0 -2.31841332231413
1476 1476_1 -2.81716856482151
1477 1477_0 -2.45948448290691
1477 1477_1 -2.93585112749911
1478 1478_0 -0.457792760773178
1478 1478_1 -1.07331979641803
1479 1479_0 -0.170407771118065
1479 1479_1 -0.43422002849041
148 148_0 -1.14492802577133
148 148_1 -1.29914459585455
1480 1480_0 -0.512981980034387
1480 1480_1 -1.75457443930274
1481 1481_0 -1.28900394148417
1481 1481_1 -0.721962263001501
1482 1482_0 0.537515933594927
1482 1482_1 0.0467523521730182
1483 1483_0 -2.18009377976276
1483 1483_1 -1.3312051510025
1484 1484_0 -2.13910592781783
1484 1484_1 -1.82765431831649
1485 1485_0 -1.38592520060384
1485 1485_1 -2.09292072580685
1486 1486_0 -0.786310481938398
1486 1486_1 0.518962207059158
1487 1487_0 -0.232757631842733
1487 1487_1 0.271394901419037
1488 1488_0 -2.58020239368851
1488 1488_1 -2.22620907279813
1489 1489_0 0.242186308660057
1489 1489_1 -0.702668495095823
149 149_0 -2.45599107037854
149 149_1 -1.62003859474541
1490 1490_0 -0.832545436824701
1490 1490_1 -1.166543233759
1491 1491_0 -0.909903666092943
1491 1491_1 -1.20582325096346
1492 1492_0 -2.13702301601619
1492 1492_1 -1.44285401781344
1493 1493_0 -0.939145565765036
1493 1493_1 0.187870095140428
1494 1494_0 0.175209845854669
1494 1494_1 0.357257729596035
1495 1495_0 -1.00873683132405
1495 1495_1 -1.63329417862829
1496 1496_0 -1.9784322763874
1496 1496_1 -2.0475256851295
1497 1497_0 -0.9325607787715
1497 1497_1 0.62920649210349
1498 1498_0 -2.07104314800235
1498 1498_1 -1.61234454085482
1499 1499_0 -0.787001683336107
1499 1499_1 -0.435233997495868
15 15_0 -0.029456945038148
15 15_1 -0.39400012356784
150 150_0 -2.56389391801469
150 150_1 -2.52524799913312
1500 1500_0 -0.51489233917866
1500 1500_1 -0.915587427160819
1501 1501_0 0.390236874937443
1501 1501_1 -0.110970957715238
1502 1502_0 -2.62011791875753
1502 1502_1 -1.62411179453034
1503 1503_0 -2.62885882270539
1503 1503_1 -2.82513926128147
1504 1504_0 -1.74029684762206
1504 1504_1 -1.99711000726691
1505 1505_0 -2.15410733295435
1505 1505_1 -2.33431748890508
1506 1506_0 -2.30825834475626
1506 1506_1 -1.68205740658044
1507 1507_0 -1.28224104344475
1507 1507_1 -0.545145296714425
1508 1508_0 -0.00250866462249011
1508 1508_1 -0.395703009886452
1509 1509_0 -2.06379448483744
1509 1509_1 -0.677846566204899
151 151_0 -1.57283003715688
151 151_1 -1.53428034009598
1510 1510_0 -0.490954059982795
1510 1510_1 0.356632548715831
1511 1511_0 -1.11221962362256
1511 1511_1 -1.53120511423982
1512 1512_0 -1.43194827673211
1512 1512_1 -2.04068756065748
1513 1513_0 -0.282304441453338
1513 1513_1 -0.296966542821916
1514 1514_0 -2.14415571205903
1514 1514_1 -1.08960662634621
1515 1515_0 -1.22653641643282
1515 1515_1 -2.24689557154621
1516 1516_0 -1.65247088614605
1516 1516_1 -3.21611912859021
1517 1517_0 -1.70405891341525
1517 1517_1 -0.653744981137699
1518 1518_0 0.276004602708226
1518 1518_1 0.604701111885303
1519 1519_0 -0.0504398194939761
1519 1519_1 -1.11939303199275
152 152_0 -0.753123051956144
152 152_1 0.0778177450849156
1520 1520_0 -0.433280197428932
1520 1520_1 -2.84450263055427
1521 1521_0 -1.87339117467878
1521 1521_1 -1.71873141742165
1522 1522_0 -2.92350724169888
1522 1522_1 -1.84007267462794
1523 1523_0 -1.00190010733256
1523 1523_1 -0.556502127691752
1524 1524_0 -2.90291481224569
1524 1524_1 -2.34814511780586
1525 1525_0 -0.696917075121039
1525 1525_1 0.0431374740505921
1526 1526_0 -0.531795310935972
1526 1526_1 -0.510838391453142
1527 1527_0 -1.5208197998854
1527 1527_1 -0.942500420162271
1528 1528_0 -1.07402978254185
1528 1528_1 -2.41009694820501
1529 1529_0 -2.84813297978896
1529 1529_1 -2.57785087338916
153 153_0 -1.40714638968941
153 153_1 -1.46868005978329
1530 1530_0 -1.85641110542062
1530 1530_1 -0.607824365510349
1531 1531_0 -1.12268062688098
1531 1531_1 -2.1191429950672
1532 1532_0 -0.403871679291051
1532 1532_1 -0.429192681876853
1533 1533_0 -2.16857402996766
1533 1533_1 -2.1669863797054
1534 1534_0 -1.7305381938046
1534 1534_1 -2.25146746689128
1535 1535_0 -1.2842696905577
1535 1535_1 -0.335493539077234
1536 1536_0 -1.52595576012664
1536 1536_1 -1.02010946676566
1537 1537_0 -1.85042824216657
1537 1537_1 -1.45370744668182
1538 1538_0 -1.20652187703843
1538 1538_1 -1.00162226773663
1539 1539_0 -1.69624063526872
1539 1539_1 -1.72484391104647
154 154_0 -0.878023335853563
154 154_1 -1.75853876052889
1540 1540_0 -1.39747760709362
1540 1540_1 -1.61980204332495
1541 1541_0 -0.642142279934433
1541 1541_1 -0.0991575948399048
1542 1542_0 -0.530391730144715
1542 1542_1 0.109659618101543
1543 1543_0 -2.19860929076255
1543 1543_1 -2.71668047270524
1544 1544_0 -1.11123730111208
1544 1544_1 -0.144921050260859
1545 1545_0 -1.7884217697219
1545 1545_1 -2.11321601031096
1546 1546_0 0.647504514993409
1546 1546_1 1.51654441359909
1547 1547_0 -0.63638263972197
1547 1547_1 -0.732361051901019
1548 1548_0 0.87087052612066
1548 1548_1 1.58438478710091
1549 1549_0 -2.32494542302583
1549 1549_1 -2.00580276004547
155 155_0 -3.5571942205726
155 155_1 -3.38354869778958
1550 1550_0 0.0441368426180152
1550 1550_1 -0.712790688247671
1551 1551_0 -2.40031896115834
1551 1551_1 -1.83786217944383
1552 1552_0 -1.56193810069776
1552 1552_1 -0.936332772980603
1553 1553_0 -1.1978772230611
1553 1553_1 -1.81952176292672
1554 1554_0 -1.9702413114208
1554 1554_1 -1.91877352534261
1555 1555_0 -2.82453387678462
1555 1555_1 -1.96285826483664
1556 1556_0 -0.86659226070441
1556 1556_1 -1.68322035559829
1557 1557_0 -0.561396639515575
1557 1557_1 -0.505555311401442
1558 1558_0 -0.809795460733276
1558 1558_1 -2.48115993461023
1559 1559_0 -2.21900374343699
1559 1559_1 -2.7483425731202
156 156_0 -0.799730366843289
156 156_1 -1.08193594400047
1560 1560_0 2.34797565539694
1560 1560_1 1.76623576156925
1561 1561_0 -0.549996493703576
1561 1561_1 -0.553925199650208
1562 1562_0 -1.21968196156178
1562 1562_1 -2.24159012273004
1563 1563_0 -1.86231290975416
1563 1563_1 -0.577240229566105
1564 1564_0 -3.69835216564382
1564 1564_1 -2.17482491203535
1565 1565_0 -0.519067058107278
1565 1565_1 -1.39562203781542
1566 1566_0 -1.23406178260514
1566 1566_1 -1.97933616415608
1567 1567_0 0.460211083889176
1567 1567_1 -0.658298230389676
1568 1568_0 -1.36342113958979
1568 1568_1 -2.24210454472442
1569 1569_0 -0.483683408613354
1569 1569_1 0.0593423332103695
157 157_0 -2.02620169417651
157 157_1 -1.82300589066115
1570 1570_0 0.0496126985764712
1570 1570_1 -0.316797148821291
1571 1571_0 -0.155147581073178
1571 1571_1 -1.21038826967833
1572 1572_0 -1.59539503981319
1572 1572_1 -2.03921430291868
1573 1573_0 -0.338534142066605
1573 1573_1 -0.619326188324559
1574 1574_0 0.692930044070487
1574 1574_1 0.616877087051874
1575 1575_0 -2.49830500370566
1575 1575_1 -2.09838555462971
1576 1576_0 -0.888180325330324
1576 1576_1 -2.10386975864649
1577 1577_0 -1.43050962478065
1577 1577_1 -1.61686309475431
1578 1578_0 0.0794504211806883
1578 1578_1 0.257049890666019
1579 1579_0 -1.16096309440902
1579 1579_1 -2.52598468359314
158 158_0 -1.73784727665995
158 158_1 -2.56564910180428
1580 1580_0 -1.4861116764806
1580 1580_1 -1.00248556084445
1581 1581_0 1.30314806796229
1581 1581_1 0.607417182207822
1582 1582_0 -1.04889957904132
1582 1582_1 -0.779039026109044
1583 1583_0 0.390350929043358
1583 1583_1 1.03409675663803
1584 1584_0 0.559901755435512
1584 1584_1 -0.92426176642014
1585 1585_0 -2.89263854189817
1585 1585_1 -1.4217700875446
1586 1586_0 -1.77248883597168
1586 1586_1 -2.07945494298308
1587 1587_0 -1.95295222083523
1587 1587_1 -2.592140254828
1588 1588_0 1.46274257022019
1588 1588_1 0.273423692598976
1589 1589_0 -2.35445136262151
1589 1589_1 -1.88893623960968
159 159_0 -0.765540480729588
159 159_1 -0.633233588743065
1590 1590_0 0.272184822200851
1590 1590_1 0.438493372204261
1591 1591_0 -0.485836920884022
1591 1591_1 -0.338490133829634
1592 1592_0 -1.8771886075746
1592 1592_1 -1.71254610992806
1593 1593_0 -1.26544150502296
1593 1593_1 -3.34474785796215
1594 1594_0 -0.381552008711801
1594 1594_1 -0.301495690662238
1595 1595_0 -1.10241296519964
1595 1595_1 -2.80612327345921
1596 1596_0 -1.5065758904148
1596 1596_1 -2.12679833275157
1597 1597_0 -0.57555988295431
1597 1597_1 -1.66867297934731
1598 1598_0 -0.573691481699363
1598 1598_1 -1.76102373218022
1599 1599_0 -0.592063869273364
1599 1599_1 -0.516162010330631
16 16_0 -1.34767471837505
16 16_1 -2.41604511010707
160 160_0 -2.63916688292177
160 160_1 -3.46867995713853
1600 1600_0 -0.817877402054597
1600 1600_1 -0.283401077140769
1601 1601_0 -1.86815877141362
1601 1601_1 -1.98665306424162
1602 1602_0 -0.715818686670177
1602 1602_1 -1.004556920865
1603 1603_0 0.430375544420812
1603 1603_1 -0.253563396905049
1604 1604_0 -2.59680899422827
1604 1604_1 -2.91849026521601
1605 1605_0 -0.146098221373352
1605 1605_1 -0.446786112713289
1606 1606_0 -1.19956450665083
1606 1606_1 0.24907767519368
1607 1607_0 -0.238696431794116
1607 1607_1 -2.38790236030013
1608 1608_0 0.904333766600718
1608 1608_1 0.0451534605364724
1609 1609_0 -1.03117004835733
1609 1609_1 -1.77079730236409
161 161_0 -0.754286204552851
161 161_1 -0.972553626749054
1610 1610_0 -2.39922567333829
1610 1610_1 -3.25263813189673
1611 1611_0 -1.11320612763443
1611 1611_1 -1.12437760030401
1612 1612_0 -1.1513134115711
1612 1612_1 -1.02288832988829
1613 1613_0 -0.230352708839424
1613 1613_1 0.154054007609231
1614 1614_0 -2.43508157679525
1614 1614_1 -2.62208441822359
1615 1615_0 -1.32560160581852
1615 1615_1 -0.904382397057134
1616 1616_0 -1.43173075294684
1616 1616_1 -1.42585101368321
1617 1617_0 -1.40658107776941
1617 1617_1 -0.830152129503995
1618 1618_0 1.36322582224123
1618 1618_1 0.156499179677499
1619 1619_0 -2.25199025726856
1619 1619_1 -1.62849048845522
162 162_0 -0.405304597654426
162 162_1 -0.972736268985826
1620 1620_0 -0.441698151591661
1620 1620_1 -1.27516956744222
1621 1621_0 -2.1720155239291
1621 1621_1 -1.61040857554012
1622 1622_0 -1.0007690893778
1622 1622_1 -0.953811794421593
1623 1623_0 -1.98825450996603
1623 1623_1 -1.19488275017801
1624 1624_0 -2.11195752158497
1624 1624_1 -0.614302692488856
1625 1625_0 0.363772280731145
1625 1625_1 -0.333967812658689
1626 1626_0 -2.03931480744789
1626 1626_1 -2.5966329565615
1627 1627_0 -1.83277396234427
1627 1627_1 -1.85812032323249
1628 1628_0 -3.37674875820247
1628 1628_1 -3.45841796536321
1629 1629_0 -1.87747734689205
1629 1629_1 0.0467497094341498
163 163_0 -3.72050592894951
163 163_1 -2.03274867863911
1630 1630_0 -1.79233909344365
1630 1630_1 -1.63131385710973
1631 1631_0 -4.53842779376725
1631 1631_1 -3.18255110885369
1632 1632_0 -1.03303898190987
1632 1632_1 -1.77206501828923
1633 1633_0 0.0566850503415512
1633 1633_1 0.807483159541542
1634 1634_0 -1.94406671140153
1634 1634_1 -1.36842658029983
1635 1635_0 -3.23733275900319
1635 1635_1 -3.39523472109826
1636 1636_0 -1.57599731682711
1636 1636_1 -1.81662867861895
1637 1637_0 -0.0543834800997982
1637 1637_1 -1.07784234593234
1638 1638_0 -1.19308035649685
1638 1638_1 0.0406740724031739
1639 1639_0 -0.997281899729312
1639 1639_1 -1.80985478457323
164 164_0 -3.56972306683168
164 164_1 -3.43241987676803
1640 1640_0 -1.75206938366348
1640 1640_1 -2.1958803424162
1641 1641_0 -1.26850252707327
1641 1641_1 -0.464242127265352
1642 1642_0 -1.45008556715928
1642 1642_1 -0.717109102582001
1643 1643_0 -2.14102518359345
1643 1643_1 -0.880884299193689
1644 1644_0 -0.734332323683885
1644 1644_1 -0.491494426289834
1645 1645_0 -1.32550942683992
1645 1645_1 -0.530959023772826
1646 1646_0 -2.22266389046567
1646 1646_1 -0.657190594166724
1647 1647_0 -1.06572682086855
1647 1647_1 -0.427596633890502
1648 1648_0 -3.86371022488201
1648 1648_1 -3.49068536068781
1649 1649_0 -0.644942656793432
1649 1649_1 -0.563075826165398
165 165_0 -1.37665700446436
165 165_1 -1.70968615619963
1650 1650_0 -1.02142362039736
1650 1650_1 -0.786738888630043
1651 1651_0 -3.12779528324694
1651 1651_1 -2.17730552960509
1652 1652_0 -2.94025397811349
1652 1652_1 -2.86202821741699
1653 1653_0 -0.984528746397748
1653 1653_1 -1.41219382762612
1654 1654_0 -1.76327577733101
1654 1654_1 -1.06654924575475
1655 1655_0 -0.870261651057791
1655 1655_1 0.424852773272557
1656 1656_0 -2.41525500132629
1656 1656_1 -3.77255764495317
1657 1657_0 -1.74818811598404
1657 1657_1 -1.9149944011828
1658 1658_0 -1.62093639252495
1658 1658_1 -1.1278679247575
1659 1659_0 -1.62110393479437
1659 1659_1 -0.15377589711074
166 166_0 -1.71539997055448
166 166_1 -2.04330185481885
1660 1660_0 -2.16764744910597
1660 1660_1 -2.04714046877802
1661 1661_0 -0.58744076671454
1661 1661_1 -1.18651481582546
1662 1662_0 -1.65266008149968
1662 1662_1 -0.129954809714173
1663 1663_0 -0.318288882541046
1663 1663_1 -0.288312044442675
1664 1664_0 -1.1058621520964
1664 1664_1 -0.898891299633777
1665 1665_0 -2.08518753482316
1665 1665_1 -1.8673093603177
1666 1666_0 -1.05815694433044
1666 1666_1 -0.292855026185734
1667 1667_0 -0.662731780278728
1667 1667_1 -0.575166409518076
1668 1668_0 -0.732041895335009
1668 1668_1 -1.18433155581358
1669 1669_0 -2.80225076504245
1669 1669_1 -1.02665301499699
167 167_0 0.0692434362573371
167 167_1 0.0927045764749532
1670 1670_0 -3.00098795305131
1670 1670_1 -3.31129155311014
1671 1671_0 -1.92812044619106
1671 1671_1 -2.83138967989516
1672 1672_0 -0.729290231379359
1672 1672_1 -0.705271954197094
1673 1673_0 -1.07192177334163
1673 1673_1 -0.642196305342555
1674 1674_0 -0.305471122033104
1674 1674_1 0.624100001848044
1675 1675_0 0.0655215476582974
1675 1675_1 0.931932486859519
1676 1676_0 -1.24877998428087
1676 1676_1 -0.506680271777479
1677 1677_0 -0.540303938252969
1677 1677_1 -0.772143018542492
1678 1678_0 -0.946966604082158
1678 1678_1 -0.988278795476612
1679 1679_0 -1.06048837241122
1679 1679_1 0.273502665781957
168 168_0 -2.79142590379616
168 168_1 -2.17029678483406
1680 1680_0 -1.62272762860268
1680 1680_1 -0.391982704389156
1681 1681_0 -2.45906790990175
1681 1681_1 -1.47435068240248
1682 1682_0 -1.80982333813014
1682 1682_1 -1.87868316304261
1683 1683_0 -3.55060673504441
1683 1683_1 -2.40702414881331
1684 1684_0 -1.06770709188054
1684 1684_1 -1.14350719429133
1685 1685_0 -0.650851480778017
1685 1685_1 -0.916408685717187
1686 1686_0 -0.464433591914225
1686 1686_1 0.375474867465259
1687 1687_0 0.77379602139504
1687 1687_1 -0.067992683754764
1688 1688_0 -1.80553281389949
1688 1688_1 -0.96471731272242
1689 1689_0 -0.956442991407824
1689 1689_1 -2.0861220490283
169 169_0 -0.912284007467741
169 169_1 -1.23142633683239
1690 1690_0 -1.12351694055927
1690 1690_1 -2.11545654171435
1691 1691_0 -1.57607321731181
1691 1691_1 -0.8179398414947
1692 1692_0 -1.75887837665298
1692 1692_1 -2.1448722351755
1693 1693_0 -1.03942311402675
1693 1693_1 -0.998434061592026
1694 1694_0 -0.915730344036672
1694 1694_1 -0.803915819988413
1695 1695_0 -0.77685381383504
1695 1695_1 -0.106212272584188
1696 1696_0 -1.35065385440454
1696 1696_1 -0.805843941584211
1697 1697_0 -1.84506263394252
1697 1697_1 -1.94338043575695
1698 1698_0 -1.53432822217209
1698 1698_1 -1.79687301778059
1699 1699_0 -1.80415870524455
1699 1699_1 -0.844658935506243
17 17_0 -1.68619967170271
17 17_1 -1.16578522442527
170 170_0 0.114606381870273
170 170_1 -0.901582719532859
1700 1700_0 -0.854719477088003
1700 1700_1 -1.55775471867637
1701 1701_0 -1.22124185337701
1701 1701_1 -1.65831324543891
1702 1702_0 0.116987680902959
1702 1702_1 -0.158832843141206
1703 1703_0 -0.768239058225826
1703 1703_1 -0.605431294830793
1704 1704_0 -4.07750892423382
1704 1704_1 -2.98525720594191
1705 1705_0 -0.85311362398721
1705 1705_1 -0.885857141702594
1706 1706_0 -1.8551988954938
1706 1706_1 -2.29397046866732
1707 1707_0 -0.504209278817434
1707 1707_1 -0.646931586919989
1708 1708_0 -2.66818223786269
1708 1708_1 -3.1590815159073
1709 1709_0 0.373002768887212
1709 1709_1 -0.538242800440953
171 171_0 -3.87633087370177
171 171_1 -2.95726479052107
1710 1710_0 -0.422706314058645
1710 1710_1 -0.456025522700228
1711 1711_0 -0.628721600555247
1711 1711_1 -0.0137666575533785
1712 1712_0 -1.5887489103902
1712 1712_1 -0.561406337778811
1713 1713_0 -1.70629538062602
1713 1713_1 -0.989848331389224
1714 1714_0 -0.697560216948043
1714 1714_1 -1.39826421406407
1715 1715_0 -1.43426717830373
1715 1715_1 -0.72324751073222
1716 1716_0 -1.60007555860432
1716 1716_1 -1.06284419231515
1717 1717_0 -1.20687937388082
1717 1717_1 0.0384702738992601
1718 1718_0 -0.44791816388885
1718 1718_1 -1.07346665531833
1719 1719_0 -1.81519414111456
1719 1719_1 -2.24133366615064
172 172_0 -0.8355695106935
172 172_1 -0.8958834607236
1720 1720_0 -3.04247579508557
1720 1720_1 -2.37492042098166
1721 1721_0 -0.981860280064239
1721 1721_1 -1.1372436372563
1722 1722_0 -0.312541125786286
1722 1722_1 -0.287797537966715
1723 1723_0 -0.729513637649638
1723 1723_1 -0.107350079950145
1724 1724_0 -2.4694455386348
1724 1724_1 -1.81043942805556
1725 1725_0 -1.68188579993619
1725 1725_1 -2.2770668460693
1726 1726_0 -1.44988535382257
1726 1726_1 -1.14790609329185
1727 1727_0 -0.888443253081625
1727 1727_1 -0.319555521642827
1728 1728_0 -1.4331922927006
1728 1728_1 -1.75766670621443
1729 1729_0 -1.06980148148488
1729 1729_1 -1.55234134958977
173 173_0 1.27773141471826
173 173_1 0.879091083914716
1730 1730_0 -1.89474433931976
1730 1730_1 -0.759638006340696
1731 1731_0 -1.37928101367908
1731 1731_1 -0.883116882376617
1732 1732_0 -1.89961134248039
1732 1732_1 -0.457045444287183
1733 1733_0 -1.47612620277559
1733 1733_1 -1.3941002336516
1734 1734_0 -0.945741143836541
1734 1734_1 -0.104126442060046
1735 1735_0 -1.04215362227828
1735 1735_1 -1.28389332954045
1736 1736_0 -1.13766461818872
1736 1736_1 -0.441854573745073
1737 1737_0 -0.335103376538746
1737 1737_1 -0.625374969155561
1738 1738_0 -0.0923005012798106
1738 1738_1 -1.10260724528499
1739 1739_0 -1.75550576683374
1739 1739_1 -1.60199942442665
174 174_0 -1.61927322452647
174 174_1 -1.52307733705719
1740 1740_0 -2.16252662488652
1740 1740_1 -1.81262347964894
1741 1741_0 -2.09207521784033
1741 1741_1 -2.26122271824066
1742 1742_0 -1.14739448745821
1742 1742_1 -1.62720957772226
1743 1743_0 -0.311164144232668
1743 1743_1 -1.65207698600908
1744 1744_0 -0.578389513337025
1744 1744_1 -1.31967205389286
1745 1745_0 0.271318716769779
1745 1745_1 -0.299452876987466
1746 1746_0 -0.954835200522948
1746 1746_1 -2.14560405657772
1747 1747_0 -0.281052722120174
1747 1747_1 -0.431190185274834
1748 1748_0 -1.28374554748625
1748 1748_1 -0.698539752055939
1749 1749_0 -1.89466651592791
1749 1749_1 -0.98285596038045
175 175_0 -0.958797710658645
175 175_1 -0.545345881855039
1750 1750_0 0.013558408897286
1750 1750_1 -0.665031185918589
